ciudad;departamento;entregas ;devoluciones ;oficina;dirección;hechos violentos;% pm
MEDELLÍN;ANTIOQUIA;71;8;0;79;0;40,4
ABEJORRAL;ANTIOQUIA;0;0;0;0;0;40,4
ABRIAQUÍ;ANTIOQUIA;0;0;0;0;0;40,4
ALEJANDRÍA;ANTIOQUIA;0;0;0;0;0;40,4
AMAGÁ;ANTIOQUIA;1;0;1;0;0;40,4
AMALFI;ANTIOQUIA;0;0;0;0;0;40,4
ANDES;ANTIOQUIA;0;0;0;0;0;40,4
ANGELÓPOLIS;ANTIOQUIA;0;0;0;0;0;40,4
ANGOSTURA;ANTIOQUIA;0;0;0;0;4;40,4
ANORÍ;ANTIOQUIA;0;0;0;0;0;40,4
SANTA FÉ DE ANTIOQUIA;ANTIOQUIA;1;0;1;0;0;40,4
ANZÁ;ANTIOQUIA;0;0;0;0;0;40,4
APARTADÓ;ANTIOQUIA;3;0;2;1;0;40,4
ARBOLETES;ANTIOQUIA;1;0;1;0;0;40,4
ARGELIA;ANTIOQUIA;0;0;0;0;261;40,4
ARMENIA;ANTIOQUIA;2;0;0;2;0;40,4
BARBOSA;ANTIOQUIA;3;0;1;2;4;40,4
BELMIRA;ANTIOQUIA;0;0;0;0;0;40,4
BELLO;ANTIOQUIA;15;3;0;18;15;40,4
BETANIA;ANTIOQUIA;0;0;0;0;3;40,4
BETULIA;ANTIOQUIA;0;0;0;0;10;40,4
CIUDAD BOLÍVAR;ANTIOQUIA;1;0;0;1;24;40,4
BRICEÑO;ANTIOQUIA;0;0;0;0;288;40,4
BURITICÁ;ANTIOQUIA;0;0;0;0;4;40,4
CÁCERES;ANTIOQUIA;0;0;0;0;47;40,4
CAICEDO;ANTIOQUIA;2;0;2;0;1;40,4
CALDAS;ANTIOQUIA;2;0;1;1;2;40,4
CAMPAMENTO;ANTIOQUIA;0;0;0;0;17;40,4
CAÑASGORDAS;ANTIOQUIA;0;0;0;0;0;40,4
CARACOLÍ;ANTIOQUIA;0;0;0;0;0;40,4
CARAMANTA;ANTIOQUIA;0;0;0;0;0;40,4
CAREPA;ANTIOQUIA;1;0;0;1;10;40,4
EL CARMEN DE VIBORAL;ANTIOQUIA;1;0;1;0;0;40,4
CAROLINA;ANTIOQUIA;0;0;0;0;0;40,4
CAUCASIA;ANTIOQUIA;6;0;5;1;81;40,4
CHIGORODÓ;ANTIOQUIA;2;0;0;2;2;40,4
CISNEROS;ANTIOQUIA;1;0;1;0;0;40,4
COCORNÁ;ANTIOQUIA;0;0;0;0;0;40,4
CONCEPCIÓN;ANTIOQUIA;0;0;0;0;0;40,4
CONCORDIA;ANTIOQUIA;2;0;2;0;0;40,4
COPACABANA;ANTIOQUIA;0;0;0;0;0;40,4
DABEIBA;ANTIOQUIA;0;0;0;0;0;40,4
DONMATÍAS;ANTIOQUIA;0;0;0;0;0;40,4
EBÉJICO;ANTIOQUIA;0;0;0;0;0;40,4
EL BAGRE;ANTIOQUIA;1;0;1;0;0;40,4
ENTRERRÍOS;ANTIOQUIA;0;0;0;0;0;40,4
ENVIGADO;ANTIOQUIA;9;0;0;9;0;40,4
FREDONIA;ANTIOQUIA;0;0;0;0;0;40,4
FRONTINO;ANTIOQUIA;0;0;0;0;0;40,4
GIRALDO;ANTIOQUIA;0;0;0;0;2;40,4
GIRARDOTA;ANTIOQUIA;0;0;0;0;0;40,4
GÓMEZ PLATA;ANTIOQUIA;0;0;0;0;0;40,4
GRANADA;ANTIOQUIA;3;1;3;1;2;40,4
GUADALUPE;ANTIOQUIA;1;0;1;0;30;40,4
GUARNE;ANTIOQUIA;3;0;2;1;0;40,4
GUATAPÉ;ANTIOQUIA;1;1;2;0;0;40,4
HELICONIA;ANTIOQUIA;0;0;0;0;0;40,4
HISPANIA;ANTIOQUIA;0;0;0;0;10;40,4
ITAGÜÍ;ANTIOQUIA;4;0;0;4;6;40,4
ITUANGO;ANTIOQUIA;2;0;2;0;0;40,4
JARDÍN;ANTIOQUIA;0;0;0;0;0;40,4
JERICÓ;ANTIOQUIA;0;0;0;0;0;40,4
LA CEJA;ANTIOQUIA;2;0;0;2;0;40,4
LA ESTRELLA;ANTIOQUIA;3;0;0;3;0;40,4
LA PINTADA;ANTIOQUIA;0;0;0;0;0;40,4
LA UNIÓN;ANTIOQUIA;0;0;0;0;3;40,4
LIBORINA;ANTIOQUIA;0;0;0;0;5;40,4
MACEO;ANTIOQUIA;0;1;0;1;0;40,4
MARINILLA;ANTIOQUIA;7;0;1;6;0;40,4
MONTEBELLO;ANTIOQUIA;1;0;1;0;0;40,4
MURINDÓ;ANTIOQUIA;0;0;0;0;0;40,4
MUTATÁ;ANTIOQUIA;1;0;0;1;16;40,4
NARIÑO;ANTIOQUIA;0;0;0;0;12;40,4
NECOCLÍ;ANTIOQUIA;2;0;0;2;2;40,4
NECHÍ;ANTIOQUIA;0;0;0;0;0;40,4
OLAYA;ANTIOQUIA;0;0;0;0;0;40,4
PEÑOL;ANTIOQUIA;0;0;0;0;0;40,4
PEQUE;ANTIOQUIA;0;0;0;0;0;40,4
PUEBLORRICO;ANTIOQUIA;0;0;0;0;0;40,4
PUERTO BERRÍO;ANTIOQUIA;1;0;1;0;0;40,4
PUERTO NARE;ANTIOQUIA;1;0;1;0;0;40,4
PUERTO TRIUNFO;ANTIOQUIA;0;0;0;0;0;40,4
REMEDIOS;ANTIOQUIA;3;0;2;1;27;40,4
RETIRO;ANTIOQUIA;0;0;0;0;0;40,4
RIONEGRO;ANTIOQUIA;7;1;0;8;0;40,4
SABANALARGA;ANTIOQUIA;1;0;1;0;0;40,4
SABANETA;ANTIOQUIA;1;0;0;1;0;40,4
SALGAR;ANTIOQUIA;0;0;0;0;5;40,4
SAN ANDRÉS DE CUERQUÍA;ANTIOQUIA;1;0;1;0;32;40,4
SAN CARLOS;ANTIOQUIA;0;0;0;0;0;40,4
SAN FRANCISCO;ANTIOQUIA;0;0;0;0;0;40,4
SAN JERÓNIMO;ANTIOQUIA;0;0;0;0;0;40,4
SAN JOSÉ DE LA MONTAÑA;ANTIOQUIA;0;0;0;0;0;40,4
SAN JUAN DE URABÁ;ANTIOQUIA;0;0;0;0;0;40,4
SAN LUIS;ANTIOQUIA;1;0;1;0;4;40,4
SAN PEDRO DE LOS MILAGROS;ANTIOQUIA;1;0;1;0;0;40,4
SAN PEDRO DE URABÁ;ANTIOQUIA;1;0;1;0;2;40,4
SAN RAFAEL;ANTIOQUIA;0;0;0;0;0;40,4
SAN ROQUE;ANTIOQUIA;0;0;0;0;8;40,4
SAN VICENTE FERRER;ANTIOQUIA;1;0;1;0;0;40,4
SANTA BÁRBARA;ANTIOQUIA;0;0;0;0;6;40,4
SANTA ROSA DE OSOS;ANTIOQUIA;1;0;1;0;0;40,4
SANTO DOMINGO;ANTIOQUIA;0;0;0;0;0;40,4
EL SANTUARIO;ANTIOQUIA;1;0;1;0;0;40,4
SEGOVIA;ANTIOQUIA;2;0;1;1;134;40,4
SONSÓN;ANTIOQUIA;1;0;1;0;4;40,4
SOPETRÁN;ANTIOQUIA;2;0;2;0;0;40,4
TÁMESIS;ANTIOQUIA;0;0;0;0;0;40,4
TARAZÁ;ANTIOQUIA;1;0;1;0;33;40,4
TARSO;ANTIOQUIA;0;0;0;0;0;40,4
TITIRIBÍ;ANTIOQUIA;1;0;1;0;0;40,4
TOLEDO;ANTIOQUIA;0;0;0;0;0;40,4
TURBO;ANTIOQUIA;3;1;4;0;36;40,4
URAMITA;ANTIOQUIA;0;0;0;0;0;40,4
URRAO;ANTIOQUIA;0;0;0;0;0;40,4
VALDIVIA;ANTIOQUIA;0;0;0;0;94;40,4
VALPARAÍSO;ANTIOQUIA;0;0;0;0;0;40,4
VEGACHÍ;ANTIOQUIA;0;0;0;0;0;40,4
VENECIA;ANTIOQUIA;0;0;0;0;0;40,4
VIGÍA DEL FUERTE;ANTIOQUIA;0;0;0;0;11;40,4
YALÍ;ANTIOQUIA;0;0;0;0;0;40,4
YARUMAL;ANTIOQUIA;0;0;0;0;84;40,4
YOLOMBÓ;ANTIOQUIA;1;0;0;1;16;40,4
YONDÓ;ANTIOQUIA;0;0;0;0;0;40,4
ZARAGOZA;ANTIOQUIA;4;0;4;0;14;40,4
BARRANQUILLA;ATLÁNTICO;18;0;0;18;30;39,2
BARANOA;ATLÁNTICO;1;0;0;1;4;39,2
CAMPO DE LA CRUZ;ATLÁNTICO;0;0;0;0;0;39,2
CANDELARIA;ATLÁNTICO;1;0;0;1;0;39,2
GALAPA;ATLÁNTICO;0;0;0;0;0;39,2
JUAN DE ACOSTA;ATLÁNTICO;0;0;0;0;0;39,2
LURUACO;ATLÁNTICO;0;0;0;0;0;39,2
MALAMBO;ATLÁNTICO;1;0;0;1;0;39,2
MANATÍ;ATLÁNTICO;0;0;0;0;0;39,2
PALMAR DE VARELA;ATLÁNTICO;0;0;0;0;0;39,2
PIOJÓ;ATLÁNTICO;0;0;0;0;0;39,2
POLONUEVO;ATLÁNTICO;0;0;0;0;0;39,2
PONEDERA;ATLÁNTICO;0;0;0;0;0;39,2
PUERTO COLOMBIA;ATLÁNTICO;0;0;0;0;0;39,2
REPELÓN;ATLÁNTICO;0;0;0;0;0;39,2
SABANAGRANDE;ATLÁNTICO;1;0;0;1;0;39,2
SABANALARGA;ATLÁNTICO;1;0;1;0;0;39,2
SANTA LUCÍA;ATLÁNTICO;0;0;0;0;0;39,2
SANTO TOMÁS;ATLÁNTICO;0;0;0;0;0;39,2
SOLEDAD;ATLÁNTICO;4;1;0;5;0;39,2
SUAN;ATLÁNTICO;0;0;0;0;2;39,2
TUBARÁ;ATLÁNTICO;0;0;0;0;0;39,2
USIACURÍ;ATLÁNTICO;0;0;0;0;0;39,2
BOGOTÁ, D.C.;BOGOTÁ, D.C.;70;10;0;80;0;38,6
CARTAGENA DE INDIAS;BOLÍVAR;30;5;3;32;0;39,8
ACHÍ;BOLÍVAR;1;0;0;1;0;39,8
ALTOS DEL ROSARIO;BOLÍVAR;0;0;0;0;0;39,8
ARENAL;BOLÍVAR;0;0;0;0;0;39,8
ARJONA;BOLÍVAR;0;1;1;0;0;39,8
ARROYOHONDO;BOLÍVAR;0;0;0;0;0;39,8
BARRANCO DE LOBA;BOLÍVAR;0;0;0;0;0;39,8
CALAMAR;BOLÍVAR;0;0;0;0;40;39,8
CANTAGALLO;BOLÍVAR;1;0;0;1;0;39,8
CICUCO;BOLÍVAR;0;0;0;0;0;39,8
CÓRDOBA;BOLÍVAR;1;0;1;0;0;39,8
CLEMENCIA;BOLÍVAR;1;0;0;1;0;39,8
EL CARMEN DE BOLÍVAR;BOLÍVAR;0;0;0;0;32;39,8
EL GUAMO;BOLÍVAR;0;0;0;0;0;39,8
EL PEÑÓN;BOLÍVAR;0;0;0;0;0;39,8
HATILLO DE LOBA;BOLÍVAR;0;0;0;0;0;39,8
MAGANGUÉ;BOLÍVAR;1;1;0;2;0;39,8
MAHATES;BOLÍVAR;1;1;1;1;0;39,8
MARGARITA;BOLÍVAR;0;0;0;0;0;39,8
MARÍA LA BAJA;BOLÍVAR;2;0;0;2;4;39,8
MONTECRISTO;BOLÍVAR;2;0;2;0;346;39,8
SANTA CRUZ DE MOMPOX;BOLÍVAR;0;0;0;0;0;39,8
MORALES;BOLÍVAR;1;0;1;0;86;39,8
NOROSÍ;BOLÍVAR;0;0;0;0;9;39,8
PINILLOS;BOLÍVAR;0;0;0;0;0;39,8
REGIDOR;BOLÍVAR;0;0;0;0;1;39,8
RÍO VIEJO;BOLÍVAR;0;0;0;0;102;39,8
SAN CRISTÓBAL;BOLÍVAR;0;0;0;0;0;39,8
SAN ESTANISLAO;BOLÍVAR;1;0;1;0;0;39,8
SAN FERNANDO;BOLÍVAR;0;0;0;0;0;39,8
SAN JACINTO;BOLÍVAR;0;0;0;0;0;39,8
SAN JACINTO DEL CAUCA;BOLÍVAR;0;0;0;0;0;39,8
SAN JUAN NEPOMUCENO;BOLÍVAR;1;0;1;0;0;39,8
SAN MARTÍN DE LOBA;BOLÍVAR;0;0;0;0;0;39,8
SAN PABLO;BOLÍVAR;2;0;2;0;0;39,8
SANTA CATALINA;BOLÍVAR;0;0;0;0;0;39,8
SANTA ROSA;BOLÍVAR;0;0;0;0;216;39,8
SANTA ROSA DEL SUR;BOLÍVAR;0;0;0;0;577;39,8
SIMITÍ;BOLÍVAR;1;1;2;0;30;39,8
SOPLAVIENTO;BOLÍVAR;0;0;0;0;0;39,8
TALAIGUA NUEVO;BOLÍVAR;0;0;0;0;0;39,8
TIQUISIO;BOLÍVAR;0;0;0;0;0;39,8
TURBACO;BOLÍVAR;4;0;2;2;0;39,8
TURBANÁ;BOLÍVAR;0;0;0;0;0;39,8
VILLANUEVA;BOLÍVAR;1;0;0;1;5;39,8
ZAMBRANO;BOLÍVAR;0;0;0;0;14;39,8
TUNJA;BOYACÁ;3;0;0;3;0;38,3
ALMEIDA;BOYACÁ;0;0;0;0;0;38,3
AQUITANIA;BOYACÁ;0;0;0;0;0;38,3
ARCABUCO;BOYACÁ;0;0;0;0;0;38,3
BELÉN;BOYACÁ;0;0;0;0;0;38,3
BERBEO;BOYACÁ;0;0;0;0;0;38,3
BETÉITIVA;BOYACÁ;0;0;0;0;0;38,3
BOAVITA;BOYACÁ;0;0;0;0;0;38,3
BOYACÁ;BOYACÁ;0;0;0;0;0;38,3
BRICEÑO;BOYACÁ;0;0;0;0;288;38,3
BUENAVISTA;BOYACÁ;0;0;0;0;17;38,3
BUSBANZÁ;BOYACÁ;0;0;0;0;0;38,3
CALDAS;BOYACÁ;2;0;1;1;2;38,3
CAMPOHERMOSO;BOYACÁ;0;0;0;0;0;38,3
CERINZA;BOYACÁ;0;0;0;0;0;38,3
CHINAVITA;BOYACÁ;0;0;0;0;0;38,3
CHIQUINQUIRÁ;BOYACÁ;0;0;0;0;0;38,3
CHISCAS;BOYACÁ;0;0;0;0;0;38,3
CHITA;BOYACÁ;0;0;0;0;0;38,3
CHITARAQUE;BOYACÁ;0;0;0;0;0;38,3
CHIVATÁ;BOYACÁ;0;0;0;0;0;38,3
CIÉNEGA;BOYACÁ;0;0;0;0;0;38,3
CÓMBITA;BOYACÁ;0;0;0;0;0;38,3
COPER;BOYACÁ;0;0;0;0;0;38,3
CORRALES;BOYACÁ;0;0;0;0;0;38,3
COVARACHÍA;BOYACÁ;0;0;0;0;0;38,3
CUBARÁ;BOYACÁ;0;0;0;0;0;38,3
CUCAITA;BOYACÁ;0;0;0;0;0;38,3
CUÍTIVA;BOYACÁ;0;0;0;0;0;38,3
CHÍQUIZA;BOYACÁ;0;0;0;0;0;38,3
CHIVOR;BOYACÁ;0;0;0;0;0;38,3
DUITAMA;BOYACÁ;3;0;0;3;0;38,3
EL COCUY;BOYACÁ;0;0;0;0;0;38,3
EL ESPINO;BOYACÁ;0;0;0;0;0;38,3
FIRAVITOBA;BOYACÁ;0;0;0;0;0;38,3
FLORESTA;BOYACÁ;0;0;0;0;0;38,3
GACHANTIVÁ;BOYACÁ;0;0;0;0;0;38,3
GÁMEZA;BOYACÁ;0;0;0;0;0;38,3
GARAGOA;BOYACÁ;0;0;0;0;0;38,3
GUACAMAYAS;BOYACÁ;0;0;0;0;0;38,3
GUATEQUE;BOYACÁ;0;0;0;0;0;38,3
GUAYATÁ;BOYACÁ;0;0;0;0;0;38,3
GÜICÁN DE LA SIERRA;BOYACÁ;6;0;5;1;0;38,3
IZA;BOYACÁ;0;0;0;0;0;38,3
JENESANO;BOYACÁ;0;0;0;0;0;38,3
JERICÓ;BOYACÁ;0;0;0;0;0;38,3
LABRANZAGRANDE;BOYACÁ;0;0;0;0;0;38,3
LA CAPILLA;BOYACÁ;1;0;1;0;0;38,3
LA VICTORIA;BOYACÁ;0;0;0;0;0;38,3
LA UVITA;BOYACÁ;0;0;0;0;0;38,3
VILLA DE LEYVA;BOYACÁ;0;0;0;0;0;38,3
MACANAL;BOYACÁ;0;0;0;0;0;38,3
MARIPÍ;BOYACÁ;0;0;0;0;0;38,3
MIRAFLORES;BOYACÁ;1;0;1;0;0;38,3
MONGUA;BOYACÁ;0;0;0;0;0;38,3
MONGUÍ;BOYACÁ;0;0;0;0;0;38,3
MONIQUIRÁ;BOYACÁ;0;0;0;0;0;38,3
MOTAVITA;BOYACÁ;0;0;0;0;0;38,3
MUZO;BOYACÁ;0;0;0;0;0;38,3
NOBSA;BOYACÁ;0;0;0;0;0;38,3
NUEVO COLÓN;BOYACÁ;0;0;0;0;0;38,3
OICATÁ;BOYACÁ;0;0;0;0;0;38,3
OTANCHE;BOYACÁ;0;0;0;0;0;38,3
PACHAVITA;BOYACÁ;0;0;0;0;0;38,3
PÁEZ;BOYACÁ;0;0;0;0;24;38,3
PAIPA;BOYACÁ;0;0;0;0;0;38,3
PAJARITO;BOYACÁ;0;0;0;0;0;38,3
PANQUEBA;BOYACÁ;0;0;0;0;0;38,3
PAUNA;BOYACÁ;0;0;0;0;0;38,3
PAYA;BOYACÁ;0;0;0;0;0;38,3
PAZ DE RÍO;BOYACÁ;0;0;0;0;0;38,3
PESCA;BOYACÁ;0;0;0;0;0;38,3
PISBA;BOYACÁ;0;0;0;0;0;38,3
PUERTO BOYACÁ;BOYACÁ;2;0;1;1;0;38,3
QUÍPAMA;BOYACÁ;0;1;1;0;0;38,3
RAMIRIQUÍ;BOYACÁ;0;0;0;0;0;38,3
RÁQUIRA;BOYACÁ;0;0;0;0;0;38,3
RONDÓN;BOYACÁ;0;0;0;0;0;38,3
SABOYÁ;BOYACÁ;0;0;0;0;0;38,3
SÁCHICA;BOYACÁ;2;0;0;2;0;38,3
SAMACÁ;BOYACÁ;0;0;0;0;0;38,3
SAN EDUARDO;BOYACÁ;0;0;0;0;0;38,3
SAN JOSÉ DE PARE;BOYACÁ;0;0;0;0;0;38,3
SAN LUIS DE GACENO;BOYACÁ;0;0;0;0;0;38,3
SAN MATEO;BOYACÁ;0;0;0;0;0;38,3
SAN MIGUEL DE SEMA;BOYACÁ;0;0;0;0;0;38,3
SAN PABLO DE BORBUR;BOYACÁ;0;0;0;0;0;38,3
SANTANA;BOYACÁ;0;0;0;0;0;38,3
SANTA MARÍA;BOYACÁ;0;0;0;0;0;38,3
SANTA ROSA DE VITERBO;BOYACÁ;0;0;0;0;0;38,3
SANTA SOFÍA;BOYACÁ;0;0;0;0;0;38,3
SATIVANORTE;BOYACÁ;0;0;0;0;0;38,3
SATIVASUR;BOYACÁ;0;0;0;0;0;38,3
SIACHOQUE;BOYACÁ;1;0;1;0;0;38,3
SOATÁ;BOYACÁ;0;0;0;0;0;38,3
SOCOTÁ;BOYACÁ;2;0;0;2;0;38,3
SOCHA;BOYACÁ;0;0;0;0;0;38,3
SOGAMOSO;BOYACÁ;0;0;0;0;0;38,3
SOMONDOCO;BOYACÁ;0;0;0;0;0;38,3
SORA;BOYACÁ;0;0;0;0;0;38,3
SOTAQUIRÁ;BOYACÁ;0;0;0;0;0;38,3
SORACÁ;BOYACÁ;0;0;0;0;0;38,3
SUSACÓN;BOYACÁ;0;0;0;0;0;38,3
SUTAMARCHÁN;BOYACÁ;0;0;0;0;0;38,3
SUTATENZA;BOYACÁ;0;0;0;0;0;38,3
TASCO;BOYACÁ;0;0;0;0;0;38,3
TENZA;BOYACÁ;0;0;0;0;0;38,3
TIBANÁ;BOYACÁ;0;1;1;0;0;38,3
TIBASOSA;BOYACÁ;0;0;0;0;0;38,3
TINJACÁ;BOYACÁ;0;0;0;0;0;38,3
TIPACOQUE;BOYACÁ;0;0;0;0;0;38,3
TOCA;BOYACÁ;0;0;0;0;0;38,3
TOGÜÍ;BOYACÁ;0;0;0;0;0;38,3
TÓPAGA;BOYACÁ;1;0;1;0;0;38,3
TOTA;BOYACÁ;0;0;0;0;0;38,3
TUNUNGUÁ;BOYACÁ;0;0;0;0;0;38,3
TURMEQUÉ;BOYACÁ;0;0;0;0;0;38,3
TUTA;BOYACÁ;0;0;0;0;0;38,3
TUTAZÁ;BOYACÁ;0;0;0;0;0;38,3
ÚMBITA;BOYACÁ;0;0;0;0;0;38,3
VENTAQUEMADA;BOYACÁ;0;0;0;0;0;38,3
